"","RentRs","RentUSD","Posted.On","BHK","Size","Floor","Apt.Floor","Total.Floor","Area.Type","Area.Locality","City","Furnishing.Status","Tenant.Preferred","Bathroom","Point.of.Contact","Month.Num","Month"
"3666",20000,240,2022-06-05,2,1800,"12 out of 19",12,19,"Super Area","Old Mahabalipuram Road","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3667",9000,108,2022-05-20,2,745,"1 out of 2",1,2,"Super Area","Ambattur","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3668",18000,216,2022-07-06,2,900,"1 out of 4",1,4,"Carpet Area","Medavakkam","Chennai","Semi-Furnished","Family",2,"Contact Agent",7,"July"
"3669",10000,120,2022-05-02,2,600,"Ground out of 1",1,1,"Super Area","Jaya Nagar, Porur, Chennai Bypass Road","Chennai","Unfurnished","Family",2,"Contact Owner",5,"May"
"3670",16000,192,2022-06-14,2,600,"2 out of 2",2,2,"Super Area","Saidapet","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3671",13500,162,2022-06-03,1,450,"3 out of 4",3,4,"Carpet Area","Kodambakkam","Chennai","Unfurnished","Bachelors",1,"Contact Owner",6,"June"
"3672",16000,192,2022-05-20,2,1030,"2 out of 4",2,4,"Super Area","Thoraipakkam","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3673",8500,102,2022-06-21,2,833,"1 out of 2",1,2,"Super Area","Perungalathur, Chennai Bypass Road","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3674",15000,180,2022-06-18,2,1000,"Ground out of 3",1,3,"Super Area","Madipakkam","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3675",8200,98.4,2022-06-27,2,840,"1 out of 1",1,1,"Carpet Area","rajakillpakkam","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3676",20000,240,2022-07-06,2,750,"1 out of 5",1,5,"Carpet Area","Velachery","Chennai","Furnished","Family",2,"Contact Owner",7,"July"
"3677",9000,108,2022-07-06,2,950,"2 out of 3",2,3,"Super Area","Kattupakkam, PH Road","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3678",13500,162,2022-05-20,1,550,"Ground out of 1",1,1,"Super Area","Anna Nagar","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3679",26000,312,2022-05-05,3,1125,"2 out of 3",2,3,"Super Area","Purasawalkam, PH Road","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3680",11000,132,2022-06-18,2,700,"1 out of 3",1,3,"Carpet Area","Tiruvottiyur","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3681",18000,216,2022-06-22,2,1100,"1 out of 2",1,2,"Super Area","Tambaram West, Tambaram, Chennai Bypass Road","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3682",10000,120,2022-06-02,2,700,"Ground out of 2",1,2,"Super Area","Kubera Nagar, Madipakkam","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3683",40000,480,2022-05-17,3,1250,"2 out of 4",2,4,"Carpet Area","T Nagar","Chennai","Semi-Furnished","Bachelors",3,"Contact Agent",5,"May"
"3684",24000,288,2022-06-06,2,1100,"Ground out of 3",1,3,"Super Area","Vadapalani","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3685",18000,216,2022-05-17,1,475,"2 out of 11",2,11,"Carpet Area","Sholinganallur","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Agent",5,"May"
"3686",11000,132,2022-06-17,2,530,"2 out of 3",2,3,"Super Area","Jyothi Nagar-Ekkatuthangal","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"3687",23000,276,2022-05-19,2,1050,"11 out of 12",11,12,"Carpet Area","Vadapalani","Chennai","Semi-Furnished","Family",2,"Contact Agent",5,"May"
"3688",11000,132,2022-05-18,2,830,"Ground out of 2",1,2,"Super Area","Sembakkam","Chennai","Semi-Furnished","Family",2,"Contact Owner",5,"May"
"3689",8000,96,2022-06-20,2,809,"1 out of 2",1,2,"Super Area","Chromepet, GST Road","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3690",15000,180,2022-07-06,2,900,"Ground out of 3",1,3,"Super Area","Kattupakkam, PH Road","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3691",9500,114,2022-07-06,1,700,"Ground out of 2",1,2,"Super Area","Santhosapuram, Medavakkam","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",7,"July"
"3692",13500,162,2022-05-16,2,1150,"1 out of 2",1,2,"Super Area","Tambaram West, Tambaram, Chennai Bypass Road","Chennai","Semi-Furnished","Bachelors",2,"Contact Owner",5,"May"
"3693",11000,132,2022-05-29,1,750,"Ground out of 2",1,2,"Super Area","Porur Gardens","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3694",13000,156,2022-06-23,2,920,"Ground out of 1",1,1,"Super Area","Ullagaram, Pallavaram-Thuraipakkam Road","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3695",25000,300,2022-05-19,2,1050,"9 out of 12",9,12,"Carpet Area","Vadapalani","Chennai","Semi-Furnished","Family",2,"Contact Agent",5,"May"
"3696",12000,144,2022-06-14,2,1800,"2 out of 3",2,3,"Super Area","Madambakkam","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3697",25000,300,2022-06-06,2,1000,"1 out of 2",1,2,"Carpet Area","Adyar, Sardar Patel Road","Chennai","Semi-Furnished","Bachelors",2,"Contact Agent",6,"June"
"3698",8500,102,2022-05-10,3,1062,"1 out of 3",1,3,"Carpet Area","Siruseri","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3699",8500,102,2022-06-10,2,800,"Ground out of 1",1,1,"Super Area","Ambattur","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3700",5000,60,2022-06-10,1,450,"Ground out of 1",1,1,"Super Area","Thirumullaivoyal","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"3701",8500,102,2022-05-29,2,900,"Ground out of 1",1,1,"Super Area","Perungalathur, Chennai Bypass Road","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3702",100000,1200,2022-06-14,4,2240,"Ground out of 3",1,3,"Carpet Area","Anna Nagar","Chennai","Furnished","Bachelors/Family",4,"Contact Agent",6,"June"
"3703",7500,90,2022-05-25,1,500,"Ground out of 2",1,2,"Super Area","Kovur","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3704",7000,84,2022-06-28,1,750,"1 out of 1",1,1,"Super Area","Pammal","Chennai","Unfurnished","Bachelors/Family",1,"Contact Agent",6,"June"
"3705",26000,312,2022-07-06,3,1400,"11 out of 15",11,15,"Super Area","Chromepet, GST Road","Chennai","Semi-Furnished","Bachelors/Family",3,"Contact Owner",7,"July"
"3706",12000,144,2022-06-14,2,1200,"2 out of 2",2,2,"Carpet Area","CBI Colony","Chennai","Semi-Furnished","Bachelors",2,"Contact Owner",6,"June"
"3707",18000,216,2022-05-30,2,1424,"2 out of 2",2,2,"Super Area","kumari neo town","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3708",13000,156,2022-05-22,1,450,"1 out of 4",1,4,"Super Area","Arasankalani","Chennai","Unfurnished","Bachelors",1,"Contact Owner",5,"May"
"3709",160000,1920,2022-05-29,3,2700,"8 out of 10",8,10,"Super Area","T Nagar","Chennai","Furnished","Bachelors",2,"Contact Agent",5,"May"
"3710",8000,96,2022-06-22,2,805,"1 out of 2",1,2,"Super Area","Urapakkam, Vandalur R.F, GST Road","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3711",6000,72,2022-06-15,1,434,"Ground out of 3",1,3,"Super Area","Thirumazhisai","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"3712",12500,150,2022-05-25,2,1000,"1 out of 2",1,2,"Super Area","Perambur","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3713",6500,78,2022-05-30,1,595,"1 out of 1",1,1,"Super Area","Vengaivasal, Medavakkam","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3714",10000,120,2022-05-29,2,685,"Ground out of 2",1,2,"Super Area","Kolathur","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3715",12500,150,2022-06-29,2,1075,"1 out of 2",1,2,"Super Area","Teachers's Colony-Lakshmipuram","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3716",22000,264,2022-07-02,3,1100,"4 out of 4",4,4,"Carpet Area","Velachery","Chennai","Semi-Furnished","Bachelors",3,"Contact Agent",7,"July"
"3717",17000,204,2022-05-06,2,950,"1 out of 2",1,2,"Carpet Area","Madipakkam","Chennai","Unfurnished","Family",2,"Contact Owner",5,"May"
"3718",20000,240,2022-07-07,3,1500,"19 out of 31",19,31,"Super Area","Semmenchery","Chennai","Unfurnished","Bachelors",3,"Contact Owner",7,"July"
"3719",22000,264,2022-06-06,3,1100,"Ground out of 2",1,2,"Super Area","Porur","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3720",11500,138,2022-06-23,2,1100,"2 out of 2",2,2,"Carpet Area","Valasaravakkam, Arcot Road","Chennai","Semi-Furnished","Bachelors",2,"Contact Owner",6,"June"
"3721",23000,276,2022-05-01,3,1000,"1 out of 3",1,3,"Carpet Area","Keelkatalai","Chennai","Unfurnished","Bachelors",3,"Contact Owner",5,"May"
"3722",19000,228,2022-05-20,2,800,"2 out of 4",2,4,"Super Area","Mambalam West","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3723",45000,540,2022-05-20,3,1500,"1 out of 3",1,3,"Super Area","CIT Nagar","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3724",17000,204,2022-06-25,3,1250,"2 out of 3",2,3,"Super Area","Madipakkam","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3725",9500,114,2022-05-01,2,650,"1 out of 2",1,2,"Carpet Area","Pallikaranai","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3726",45000,540,2022-06-29,3,1650,"1 out of 5",1,5,"Super Area","Valasaravakkam, Arcot Road","Chennai","Unfurnished","Bachelors/Family",3,"Contact Agent",6,"June"
"3727",60000,720,2022-07-08,4,2317,"10 out of 12",10,12,"Super Area","Sholinganallur","Chennai","Unfurnished","Bachelors/Family",4,"Contact Agent",7,"July"
"3728",12000,144,2022-06-03,2,950,"1 out of 2",1,2,"Super Area","Radha Nagar, Chrompet","Chennai","Semi-Furnished","Family",2,"Contact Owner",6,"June"
"3729",40000,480,2022-06-14,3,1700,"3 out of 5",3,5,"Super Area","KK Nagar","Chennai","Furnished","Bachelors/Family",3,"Contact Owner",6,"June"
"3730",16000,192,2022-07-09,3,1300,"1 out of 2",1,2,"Super Area","Porur","Chennai","Furnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3731",9000,108,2022-05-30,2,805,"1 out of 2",1,2,"Super Area","Madipakkam","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3732",35000,420,2022-07-08,2,1109,"3 out of 3",3,3,"Super Area","Adyar, Thiruvanmiyur, Chennai","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3733",4000,48,2022-07-06,1,300,"1 out of 2",1,2,"Super Area","Tiruvottiyur","Chennai","Unfurnished","Bachelors",1,"Contact Owner",7,"July"
"3734",11000,132,2022-07-06,2,700,"1 out of 3",1,3,"Super Area","Tharamani","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",7,"July"
"3735",9500,114,2022-06-25,2,950,"Ground out of 2",1,2,"Super Area","Manali, Manali High Road","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3736",25000,300,2022-06-16,3,1290,"4 out of 4",4,4,"Super Area","Poonamalle","Chennai","Unfurnished","Bachelors/Family",3,"Contact Owner",6,"June"
"3737",10000,120,2022-05-21,2,950,"Ground out of 2",1,2,"Super Area","S.Kolathur","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3738",12000,144,2022-05-12,1,400,"1 out of 3",1,3,"Super Area","Besant Nagar","Chennai","Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3739",19397,232.764,2022-06-22,2,2000,"7 out of 10",7,10,"Super Area","Guduvancheri","Chennai","Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3740",12000,144,2022-07-05,2,939,"3 out of 4",3,4,"Super Area","New Perungalathur","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3741",10000,120,2022-06-04,3,1200,"1 out of 3",1,3,"Carpet Area","Kovur","Chennai","Unfurnished","Bachelors/Family",3,"Contact Owner",6,"June"
"3742",20000,240,2022-05-11,2,1800,"1 out of 1",1,1,"Super Area","Ambattur Industrial Estate, Chennai Bypass Road","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3743",15000,180,2022-07-10,3,1200,"2 out of 5",2,5,"Carpet Area","Madambakkam","Chennai","Unfurnished","Bachelors/Family",2,"Contact Agent",7,"July"
"3744",28000,336,2022-05-20,2,1200,"1 out of 3",1,3,"Super Area","Kodambakkam","Chennai","Semi-Furnished","Family",2,"Contact Owner",5,"May"
"3745",10000,120,2022-06-12,3,1750,"1 out of 1",1,1,"Super Area","Kuthanur","Chennai","Unfurnished","Bachelors/Family",3,"Contact Owner",6,"June"
"3746",3500,42,2022-07-09,1,300,"Ground out of 2",1,2,"Super Area","Mogappair West","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",7,"July"
"3747",8000,96,2022-06-15,1,650,"1 out of 3",1,3,"Carpet Area","Sholinganallur","Chennai","Unfurnished","Bachelors",1,"Contact Owner",6,"June"
"3748",13500,162,2022-05-25,2,950,"Ground out of 3",1,3,"Super Area","Iyyappanthangal","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3749",36000,432,2022-05-19,3,1610,"3 out of 14",3,14,"Super Area","Vadapalani","Chennai","Semi-Furnished","Family",3,"Contact Agent",5,"May"
"3750",15000,180,2022-06-14,2,900,"1 out of 2",1,2,"Super Area","Kodungaiyur East","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3751",5000,60,2022-05-06,1,550,"1 out of 1",1,1,"Carpet Area","Tambaram, GST Road","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3752",10000,120,2022-05-25,2,700,"Ground out of 2",1,2,"Super Area","Nanmangalam","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3753",10000,120,2022-07-06,2,800,"2 out of 3",2,3,"Super Area","Madipakkam","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3754",8500,102,2022-06-25,2,580,"3 out of 5",3,5,"Super Area","Sholinganallur","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3755",11000,132,2022-06-26,2,950,"1 out of 2",1,2,"Super Area","Nandanam","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3756",8000,96,2022-05-25,1,700,"1 out of 1",1,1,"Carpet Area","Nemilichery, Chromepet","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3757",12000,144,2022-05-25,2,600,"Ground out of 3",1,3,"Super Area","Bharathidasan Colony, KK Nagar","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3758",5000,60,2022-05-25,1,200,"Ground out of 3",1,3,"Super Area","Mambalam West","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3759",7000,84,2022-05-17,1,600,"Ground out of 3",1,3,"Super Area","Iyyappanthangal","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3760",15000,180,2022-05-17,2,550,"Ground out of 3",1,3,"Super Area","Mylapore","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3761",10000,120,2022-06-25,1,600,"4 out of 5",4,5,"Super Area","Mugalivakkam","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"3762",37500,450,2022-05-19,3,1680,"1 out of 16",1,16,"Super Area","Vadapalani","Chennai","Semi-Furnished","Family",3,"Contact Agent",5,"May"
"3763",7000,84,2022-06-21,2,1100,"1 out of 1",1,1,"Carpet Area","Kayarambedu","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3764",6500,78,2022-06-02,1,600,"Ground out of 2",1,2,"Super Area","Chromepet, GST Road","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"3765",16000,192,2022-05-25,2,820,"Ground out of 2",1,2,"Carpet Area","Purasaiwakkam","Chennai","Semi-Furnished","Family",2,"Contact Owner",5,"May"
"3766",34000,408,2022-05-19,3,1125,"8 out of 12",8,12,"Carpet Area","Vadapalani","Chennai","Semi-Furnished","Family",3,"Contact Agent",5,"May"
"3767",11500,138,2022-07-08,2,973,"4 out of 4",4,4,"Carpet Area","Padapai","Chennai","Semi-Furnished","Family",2,"Contact Owner",7,"July"
"3768",15000,180,2022-06-18,2,780,"1 out of 2",1,2,"Super Area","Guindy Race Course, Guindy","Chennai","Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"3769",8000,96,2022-06-13,1,400,"Ground out of 1",1,1,"Super Area","Mannivakkam","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"3770",220000,2640,2022-07-10,4,4000,"1 out of 2",1,2,"Super Area","Poes Garden, Teynampet","Chennai","Semi-Furnished","Bachelors/Family",4,"Contact Agent",7,"July"
"3771",22000,264,2022-05-17,2,1000,"2 out of 4",2,4,"Carpet Area","T Nagar","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",5,"May"
"3772",85000,1020,2022-05-17,3,3500,"Ground out of 1",1,1,"Carpet Area","T Nagar","Chennai","Semi-Furnished","Bachelors/Family",3,"Contact Agent",5,"May"
"3773",6000,72,2022-06-18,1,350,"Ground out of 2",1,2,"Super Area","Maduravoyal","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"3774",14000,168,2022-05-03,2,800,"2 out of 2",2,2,"Carpet Area","Choolaimedu High Road","Chennai","Semi-Furnished","Bachelors",2,"Contact Owner",5,"May"
"3775",11500,138,2022-05-01,2,700,"Ground out of 2",1,2,"Super Area","Paddy field street,Perambur","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3776",6000,72,2022-07-06,1,550,"Ground out of 2",1,2,"Super Area","Vimalapuram, Manali","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",7,"July"
"3777",24000,288,2022-07-06,3,2100,"Ground out of 2",1,2,"Super Area","Nanmangalam","Chennai","Semi-Furnished","Bachelors/Family",4,"Contact Owner",7,"July"
"3778",32000,384,2022-07-08,3,1700,"2 out of 2",2,2,"Super Area","Perumbakkam","Chennai","Semi-Furnished","Bachelors/Family",3,"Contact Owner",7,"July"
"3779",16000,192,2022-05-17,3,1420,"Ground out of 1",1,1,"Carpet Area","Rajakipakkam, Sembakkam","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3780",13000,156,2022-07-08,2,950,"1 out of 2",1,2,"Carpet Area","Duraisamy Nagar","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3781",14000,168,2022-07-06,2,780,"2 out of 2",2,2,"Super Area","Pallikaranai","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3782",7500,90,2022-06-23,1,800,"1 out of 2",1,2,"Carpet Area","Jalladian Pet","Chennai","Unfurnished","Bachelors",1,"Contact Owner",6,"June"
"3783",10000,120,2022-05-25,2,500,"2 out of 4",2,4,"Super Area","Koyambedu","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3784",18500,222,2022-05-29,2,1000,"25 out of 32",25,32,"Super Area","Semmancheri","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3785",12000,144,2022-07-10,2,750,"2 out of 2",2,2,"Super Area","Royapettah","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3786",17000,204,2022-06-22,2,1200,"2 out of 2",2,2,"Carpet Area","Cmbt","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3787",35000,420,2022-05-19,3,1152,"10 out of 14",10,14,"Carpet Area","Vadapalani","Chennai","Semi-Furnished","Family",3,"Contact Agent",5,"May"
"3788",9000,108,2022-05-25,2,843,"2 out of 3",2,3,"Super Area","Kovur","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3789",13000,156,2022-07-06,2,900,"1 out of 3",1,3,"Super Area","Semmancheri","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3790",27999,335.988,2022-07-10,2,1250,"2 out of 4",2,4,"Carpet Area","Nandambakkam","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",7,"July"
"3791",11000,132,2022-05-13,2,650,"2 out of 2",2,2,"Super Area","Kodambakkam","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3792",140000,1680,2022-07-06,4,2600,"2 out of 2",2,2,"Carpet Area","Ranjith Road","Chennai","Semi-Furnished","Bachelors/Family",4,"Contact Agent",7,"July"
"3793",12000,144,2022-04-28,1,700,"Ground out of 2",1,2,"Super Area","Indra Nagar","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",4,"April"
"3794",13000,156,2022-06-22,2,720,"1 out of 2",1,2,"Carpet Area","Sakthi Nagar, Adambakkam","Chennai","Unfurnished","Family",2,"Contact Owner",6,"June"
"3795",250000,3000,2022-07-06,4,3500,"1 out of 4",1,4,"Carpet Area","Poes Garden, Teynampet","Chennai","Semi-Furnished","Bachelors/Family",4,"Contact Agent",7,"July"
"3796",80000,960,2022-07-05,4,3000,"1 out of 2",1,2,"Carpet Area","Egmore, PH Road","Chennai","Unfurnished","Bachelors",4,"Contact Agent",7,"July"
"3797",22999,275.988,2022-07-10,2,1144,"1 out of 1",1,1,"Carpet Area","Iyyappanthangal","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",7,"July"
"3798",36000,432,2022-06-19,3,1750,"1 out of 4",1,4,"Carpet Area","Anna Nagar","Chennai","Unfurnished","Bachelors",3,"Contact Agent",6,"June"
"3799",70000,840,2022-05-25,3,1450,"Ground out of 2",1,2,"Super Area","Madipakkam","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3800",12500,150,2022-06-18,2,590,"1 out of 2",1,2,"Super Area","Choolaimedu","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"3801",18000,216,2022-05-01,2,900,"2 out of 2",2,2,"Super Area","Anna Nagar West Extension","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3802",10000,120,2022-05-25,2,800,"1 out of 2",1,2,"Super Area","Ramapuram","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3803",18000,216,2022-06-22,2,1000,"1 out of 3",1,3,"Super Area","Sholinganallur","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3804",37000,444,2022-05-19,3,1650,"2 out of 14",2,14,"Super Area","Vadapalani","Chennai","Semi-Furnished","Family",3,"Contact Agent",5,"May"
"3805",18000,216,2022-05-01,2,700,"Ground out of 1",1,1,"Carpet Area","Thiruvanmiyur","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3806",25000,300,2022-06-25,3,1280,"1 out of 1",1,1,"Super Area","MAHA BUILDERS, SAIMAA CASTLE, VELACHERY","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3807",10000,120,2022-06-11,2,700,"Ground out of 2",1,2,"Super Area","Zamin Pallavaram, Pallavaram","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3808",15000,180,2022-07-01,2,980,"1 out of 4",1,4,"Super Area","Purasaiwakkam","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3809",15000,180,2022-05-22,2,900,"2 out of 2",2,2,"Carpet Area","Ramapuram","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3810",9000,108,2022-07-06,1,450,"1 out of 1",1,1,"Super Area","Virugambakkam","Chennai","Unfurnished","Family",1,"Contact Owner",7,"July"
"3811",14000,168,2022-07-06,2,1200,"2 out of 4",2,4,"Super Area","Porur","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3812",8500,102,2022-07-06,2,650,"1 out of 2",1,2,"Super Area","Jalladian Pet","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3813",35000,420,2022-05-19,3,1903,"6 out of 11",6,11,"Super Area","Old Mahabalipuram Road","Chennai","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5,"May"
"3814",10000,120,2022-06-29,2,650,"2 out of 3",2,3,"Super Area","Arcot Road Virugambakkam","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"3815",5000,60,2022-05-30,1,450,"2 out of 2",2,2,"Carpet Area","Housing Board","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3816",23000,276,2022-06-10,2,900,"3 out of 5",3,5,"Carpet Area","besant nagar Chennai","Chennai","Unfurnished","Bachelors",2,"Contact Owner",6,"June"
"3817",15000,180,2022-06-14,2,550,"2 out of 3",2,3,"Super Area","Ashok Nagar","Chennai","Unfurnished","Family",1,"Contact Owner",6,"June"
"3818",18500,222,2022-06-14,2,750,"Ground out of 3",1,3,"Super Area","Adyar, Sardar Patel Road","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3819",28000,336,2022-05-17,2,1000,"2 out of 4",2,4,"Super Area","Velachery","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3820",32000,384,2022-05-19,3,1050,"4 out of 12",4,12,"Carpet Area","Vadapalani","Chennai","Semi-Furnished","Family",3,"Contact Agent",5,"May"
"3821",14000,168,2022-05-01,1,650,"1 out of 3",1,3,"Carpet Area","Mattan Kuppam, Triplicane","Chennai","Furnished","Family",2,"Contact Owner",5,"May"
"3822",7000,84,2022-06-02,1,400,"1 out of 3",1,3,"Super Area","Injambakkam","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"3823",33000,396,2022-05-19,3,1075,"7 out of 12",7,12,"Carpet Area","Vadapalani","Chennai","Semi-Furnished","Family",3,"Contact Agent",5,"May"
"3824",100000,1200,2022-05-27,3,2000,"3 out of 14",3,14,"Carpet Area","Alwarpet","Chennai","Semi-Furnished","Bachelors",3,"Contact Agent",5,"May"
"3825",18000,216,2022-05-29,2,720,"4 out of 5",4,5,"Super Area","Kasturibai Nagar","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3826",16000,192,2022-06-16,3,1000,"1 out of 3",1,3,"Carpet Area","Ponniammanmedu","Chennai","Unfurnished","Bachelors",2,"Contact Owner",6,"June"
